,email,category,message
399,Susie.Ryan@hotmail.com,spam   ,"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info"",,,,,,,,,,,,,"
400,Perry7627@gmail.com,spam   ,"You have 1 new message. Please call 08712400200."",,,,,,,,,,,,,"
401,Tammy.Jones@hotmail.com,spam   ,"We currently have a message awaiting your collection. To collect your message just call 08718723815."",,,,,,,,,,,,,"
402,RebeccaBanda@yahoo.com,spam   ,"URGENT! Your mobile was awarded a Â£1"",500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011,,,,,,,,,,,,"
403,KerryMoore@yahoo.com,spam   ,"U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901"",,,,,,,,,,,,,"
404,EdwardAmato@hotmail.com,spam   ,"Do you ever notice that when you're driving"", anyone going slower than you is an idiot and everyone driving faster than you is a maniac?,,,,,,,,,,,,"
405,Robert.Hudson@hotmail.com,spam   ,"Xmas Offer! Latest Motorola"", SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2,,,,,,,,,,,,"
406,Bobby7483@yahoo.com,spam   ,"Reply to win Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service"",,,,,,,,,,,,,"
407,Rochelle5521@gmail.com,spam   ,"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"",,,,,,,,,,,,,"
408,Kimberly.Lewis@gmail.com,spam   ,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd"", PO Box 1327 Croydon CR9 5WB 0870 is a national rate call,,,,,,,,,,,,"
409,DeborahChatterton@vitstudent.ac.in,spam   ,"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only"",,,,,,,,,,,,,"
410,Kaitlyn9010@yahoo.com,spam   ,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH"", to collect CALL 09058099801 b4190604, POBOX 7876150ppm,,,,,,,,,,,"
411,Lily4365@vitstudent.ac.in,spam   ,"Loan for any purpose Â£500 - Â£75"",000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help',,,,,,,,,,,,"
412,Mary.Davis@yahoo.com,spam   ,"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q"",,,,,,,,,,,,,"
413,Richard.Bretz@gmail.com,spam   ,"FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free"",,,,,,,,,,,,,"
414,CecilBartlett@vitstudent.ac.in,spam   ,"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Â£100 Cash WKENT/150P16+"",,,,,,,,,,,,,"
415,Hilda5549@vitstudent.ac.in,spam   ,"You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions."",,,,,,,,,,,,,"
416,GenevievePerry@yahoo.com,spam   ,"Hi babe its Jordan"", how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603,,,,,,,,,,,"
417,RobertJohnson@gmail.com,spam   ,"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021."",,,,,,,,,,,,,"
418,George.Parker@vitstudent.ac.in,spam   ,"LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts"",,,,,,,,,,,,,"
419,VirginiaGrafton@yahoo.com,spam   ,"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412"",,,,,,,,,,,,,"
420,FrancesMicciche@gmail.com,spam   ,"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"",,,,,,,,,,,,,"
421,MaryMathews@vitstudent.ac.in,spam   ,"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+"",,,,,,,,,,,,,"
422,John8704@hotmail.com,spam   ,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!"", you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.,,,,,,,,,,,,"
423,Laura.Holmquist@yahoo.com,spam   ,"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP"",,,,,,,,,,,,,"
424,Larita.Voigt@yahoo.com,spam   ,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX"",,,,,,,,,,,,,"
425,Helena.Bottorff@yahoo.com,spam   ,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx"",,,,,,,,,,,,,"
426,MaryRodriguez@gmail.com,spam   ,"This is the 2nd time we have tried to contact u. U have won the Â£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm"",,,,,,,,,,,,,"
427,Linda9993@yahoo.com,spam   ,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd"", PO Box 1327 Croydon CR9 5WB 0870..k,,,,,,,,,,,,"
428,Glen2682@vitstudent.ac.in,spam   ,"Dear Voucher Holder"", To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.,,,,,,,,,,,"
429,John.Rodriguez@vitstudent.ac.in,spam   ,"UR GOING 2 BAham AS! CallFREEFONE 08081560665 and speak to a live operator to claim either Baham as cruise ofÂ£2000 CASH 18+only. To opt out txt X to 07786200117"",,,,,,,,,,,,,"
430,Robbin.Williams@yahoo.com,spam   ,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy"", call 08712101358 NOW! Only 10p per min. BT-national-rate,,,,,,,,,,,,"
431,Ann.Bradway@yahoo.com,spam   ,"UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+Â£1.50perWKsub"",,,,,,,,,,,,,"
432,Jessie.Harris@vitstudent.ac.in,spam   ,"URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only"",,,,,,,,,,,,,"
433,Joyce5038@vitstudent.ac.in,spam   ,"Thanks for your ringtone order"", reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180,,,,,,,,,,,,"
434,MichaelSanchez@hotmail.com,spam   ,"SIX chances to win CASH! From 100 to 20"",000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info,,,,,,,,,,"
435,Rachel3011@vitstudent.ac.in,spam   ,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"",,,,,,,,,,,,,"
436,Jerry.Joachim@hotmail.com,spam   ,"Congratulations! Thanks to a good friend U have WON the Â£2"",000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate,,,,,,,,,,,"
437,Maria5128@yahoo.com,spam   ,"44 7732584351"", Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,,,,,,,,,,"
438,ManuelWright@yahoo.com,spam   ,"You have 1 new voicemail. Please call 08719181513."",,,,,,,,,,,,,"
439,VivianBlack@yahoo.com,spam   ,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6"", LS15HB 150p ,,,,,,,,,,,,"
440,Isabel4031@hotmail.com,spam   ,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days"",,,,,,,,,,,,,"
441,RachelBanks@gmail.com,spam   ,"Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app "",,,,,,,,,,,,,"
442,Herminia.Saenz@gmail.com,spam   ,"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only"",,,,,,,,,,,,,"
443,Richard4007@hotmail.com,spam   ,"RCT' THNQ Adrian for U text. Rgds Vatian"",,,,,,,,,,,,,"
444,Gilbert.Blazer@hotmail.com,spam   ,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions"", visit www.07781482378.com,,,,,,,,,,,,"
445,Kevin.Duncan@yahoo.com,spam   ,"You are being contacted by our dating service by someone you know! To find out who it is"", call from a land line 09050000928. PoBox45W2TG150P,,,,,,,,,,,,"
446,Samara3322@hotmail.com,spam   ,"Sorry I missed your call let's talk when you have the time. I'm on 07090201529"",,,,,,,,,,,,,"
447,Monica278@yahoo.com,spam   ,"complimentary 4 STAR Ibiza Holiday or Â£10"",000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+,,,,,,,,,,,,"
448,Dedra9617@gmail.com,spam   ,"FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline"",,,,,,,,,,,,,"
449,Geraldine6402@hotmail.com,spam   ,"Please CALL 08712402972 immediately as there is an urgent message waiting for you"",,,,,,,,,,,,,"
450,LenaSolis@gmail.com,spam   ,"URGENT! Your Mobile number has been awarded with a Â£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only"",,,,,,,,,,,,,"
451,TracyAdams@gmail.com,spam   ,"As a valued customer"", I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589,,,,,,,,,,,"
452,Thomas.Griffin@vitstudent.ac.in,spam   ,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705"",,,,,,,,,,,,,"
453,David.Raminez@yahoo.com,spam   ,"LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms"",,,,,,,,,,,,,"
454,Lucille.Lee@gmail.com,spam   ,"Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW"",,,,,,,,,,,,,"
455,Walter.Morris@gmail.com,spam   ,"As a valued customer"", I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066368470,,,,,,,,,,,"
456,DavidHolm@vitstudent.ac.in,spam   ,"Welcome! Please reply with your AGE and GENDER to begin. e.g 24M"",,,,,,,,,,,,,"
457,RoderickMccune@hotmail.com,spam   ,"Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly"",,,,,,,,,,,,,"
458,Mary.Saulsberry@vitstudent.ac.in,spam   ,"Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save Â£s with Free texts/weekend calls. Text YES for a callback orno to opt out"",,,,,,,,,,,,,"
459,Guadalupe240@vitstudent.ac.in,spam   ,"Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x CallsÂ£1/minMobsmore LKPOBOX177HP51FL"",,,,,,,,,,,,,"
460,Marie.Theiss@gmail.com,spam   ,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."",,,,,,,,,,,,,"
461,Dorothy9298@yahoo.com,spam   ,"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only"",,,,,,,,,,,,,"
462,Rocco.Crabtree@hotmail.com,spam   ,"Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend"",,,,,,,,,,,,,"
463,Anita.Jeffrie@vitstudent.ac.in,spam   ,"Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net"",,,,,,,,,,,,,"
464,Angela.Mahabir@yahoo.com,spam   ,"Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com"",,,,,,,,,,,,,"
465,Patricia8979@hotmail.com,spam   ,"URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only"",,,,,,,,,,,,,"
466,NatalieThomas@gmail.com,spam   ,"Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow"",,,,,,,,,,,,,"
467,Joanne1708@yahoo.com,spam   ,"You are being contacted by our dating service by someone you know! To find out who it is"", call from a land line 09050000878. PoBox45W2TG150P,,,,,,,,,,,,"
468,ElizabethHancock@vitstudent.ac.in,spam   ,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable"", 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text,,,,,,,,,,"
469,Keven.Mchugh@hotmail.com,spam   ,"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per.."",,,,,,,,,,,,,"
470,DeniseBerryman@yahoo.com,spam   ,"You are a Â£1000 winner or Guaranteed Caller Prize"", this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE,,,,,,,,,,,,"
471,Mike.Carlton@yahoo.com,spam   ,"Xmas & New Years Eve tickets are now on sale from the club"", during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!,,,,,,,,,,"
472,Marion3739@hotmail.com,spam   ,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd"", E14 9YT 08701752560. 450p per 5 days. Stop2 cancel,,,,,,,,,,,,"
473,Cecile7299@gmail.com,spam   ,"From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost Â£1.50 min MobcudB more"",,,,,,,,,,,,,"
474,David.Price@yahoo.com,spam   ,"URGENT! We are trying to contact U Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm"",,,,,,,,,,,,,"
475,Raul4097@yahoo.com,spam   ,"Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX"",,,,,,,,,,,,,"
476,Josephine4139@yahoo.com,spam   ,"Auction round 4. The highest bid is now Â£54. Next maximum bid is Â£71. To bid"", send BIDS e. g. 10 (to bid Â£10) to 83383. Good luck.,,,,,,,,,,,,"
477,William6129@gmail.com,spam   ,"Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + Â£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com"",,,,,,,,,,,,,"
478,SueReynolds@gmail.com,spam   ,"Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg"",,,,,,,,,,,,,"
479,Carolyn4698@yahoo.com,spam   ,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt"",,,,,,,,,,,,,"
480,TerrencePauley@gmail.com,spam   ,"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&"",,,,,,,,,,,,,"
481,DonaldBarbosa@gmail.com,spam   ,"I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end"",,,,,,,,,,,,,"
482,Gladys1532@hotmail.com,spam   ,"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705"",,,,,,,,,,,,,"
483,Julia1560@yahoo.com,spam   ,"Congratulations YOU'VE Won. You're a Winner in our August Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309."",,,,,,,,,,,,,"
484,Daniel4923@yahoo.com,spam   ,"8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity "",,,,,,,,,,,,,"
485,Shannon.Smith@gmail.com,spam   ,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50"",,,,,,,,,,,,,"
486,JohnGriffin@yahoo.com,spam   ,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so"", please call 07090298926 to re-schedule. Ref:9307622,,,,,,,,,,,,"
487,Willie3943@yahoo.com,spam   ,"You can stop further club tones by replying """"STOP MIX"""" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"", PO Box 1146 MK45 2WT (2/3),,,,,,,,,,,,"
488,RexMccoy@gmail.com,spam   ,"wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg."",,,,,,,,,,,,,"
489,JohnVines@gmail.com,spam   ,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"",,,,,,,,,,,,,"
490,Shaun.Boucher@vitstudent.ac.in,spam   ,"Promotion Number: 8714714 - UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub"",,,,,,,,,,,,,"
491,Rita9130@hotmail.com,spam   ,"You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p"",,,,,,,,,,,,,"
492,Maria1028@gmail.com,spam   ,"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870"",,,,,,,,,,,,,"
493,Kristie9459@vitstudent.ac.in,spam   ,"Thanks for your ringtone order"", reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar,,,,,,,,,,,,"
494,ConstanceStiltner@vitstudent.ac.in,spam   ,"Hi there"", 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,,,,,,,,,"
495,AlanPope@yahoo.com,spam   ,"2/2 146tf150p"",,,,,,,,,,,,,"
496,Jeffery.Lee@gmail.com,spam   ,"Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2"",,,,,,,,,,,,,"
497,Wayne1317@yahoo.com,spam   ,"Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com"",,,,,,,,,,,,,"
498,RichardNicholson@hotmail.com,spam   ,"YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg."",,,,,,,,,,,,,"
499,Mark.Cacciatori@vitstudent.ac.in,spam   ,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+"",,,,,,,,,,,,,"
500,CassandraMurray@yahoo.com,spam   ,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7"", S3XY 150p ,,,,,,,,,,,,"
501,Regina.Mcintosh@vitstudent.ac.in,spam   ,"Mila"", age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876,,,,,,,,,,"
502,Thomas9323@gmail.com,spam   ,"Claim a 200 shopping spree"", just call 08717895698 now! Have you won! MobStoreQuiz10ppm,,,,,,,,,,,,"
503,Blanca.Hockman@hotmail.com,spam   ,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk"", the original n best. Tones 3GBP network operator rates apply,,,,,,,,,,,,"
504,Mark7762@hotmail.com,spam   ,"Twinks"", bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate),,,,,,,,,,"
505,WilmaPatterson@yahoo.com,spam   ,"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW"",,,,,,,,,,,,,"
506,Gary3127@hotmail.com,spam   ,"URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only"",,,,,,,,,,,,,"
507,CalvinMarch@gmail.com,spam   ,"74355 XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC"",,,,,,,,,,,,,"
508,Eleanor.Valiente@gmail.com,spam   ,"Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costÂ£3.75max "",,,,,,,,,,,,,"
509,James9262@yahoo.com,spam   ,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday"", so register now!SKY OPT OUT to 88088,,,,,,,,,,,,"
510,Valerie.Bureau@gmail.com,spam   ,"Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Â£1.50 per msg"",,,,,,,,,,,,,"
511,Mary.Guzman@hotmail.com,spam   ,"Win the newest Â“Harry Potter and the Order of the Phoenix (Book 5) reply HARRY"", answer 5 questions - chance to be the first among readers!,,,,,,,,,,,,"
512,Rafael7214@hotmail.com,spam   ,"Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05"",,,,,,,,,,,,,"
513,Zachary.Burke@vitstudent.ac.in,spam   ,"Oh my god! I've found your number again! I'm so glad"", text me back xafter this msgs cst std ntwk chg Â£1.50,,,,,,,,,,,,"
514,Evelyn.Mickelsen@hotmail.com,spam   ,"A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345"",,,,,,,,,,,,,"
515,Vicki2952@vitstudent.ac.in,spam   ,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola"", SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8,,,,,,,,,,,,"
516,Lisa.Sullivan@vitstudent.ac.in,spam   ,"URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM"",,,,,,,,,,,,,"
517,AaronVelez@vitstudent.ac.in,spam   ,"Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm"",,,,,,,,,,,,,"
518,FreddyFricke@gmail.com,spam   ,"tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"",,,,,,,,,,,,,"
519,Matthew.Carty@hotmail.com,spam   ,"Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05"",,,,,,,,,,,,,"
520,Erlinda6035@gmail.com,spam   ,"Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow"",,,,,,,,,,,,,"
521,JustinGetz@gmail.com,spam   ,"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!"",,,,,,,,,,,,,"
522,Howard1741@vitstudent.ac.in,spam   ,"FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk"",,,,,,,,,,,,,"
523,AndreaHernandez@gmail.com,spam   ,"Free Msg: get Gnarls Barkleys """"Crazy"""" ringtone TOTALLY FREE just reply GO to this message right now!"",,,,,,,,,,,,,"
524,Jeff7236@vitstudent.ac.in,spam   ,"Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!"",,,,,,,,,,,,,"
525,RebekahStewart@gmail.com,spam   ,"You have been specially selected to receive a """"3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"",,,,,,,,,,,,,"
526,BenjaminMendoza@gmail.com,spam   ,"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386"",,,,,,,,,,,,,"
527,Carol.Heidinger@gmail.com,spam   ,"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&"",,,,,,,,,,,,,"
528,Ramon.Favela@gmail.com,spam   ,"Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"",,,,,,,,,,,,,"
529,PaulBrough@hotmail.com,spam   ,"ringtoneking 84484"",,,,,,,,,,,,,"
530,JefferyCalvin@vitstudent.ac.in,spam   ,"Ringtone Club: Gr8 new polys direct to your mobile every week !"",,,,,,,,,,,,,"
531,GingerRiley@vitstudent.ac.in,spam   ,"(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per.."",,,,,,,,,,,,,"
532,AliceJordan@vitstudent.ac.in,spam   ,"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!"",,,,,,,,,,,,,"
533,AllisonFishman@yahoo.com,spam   ,"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs"",,,,,,,,,,,,,"
534,Jeremy9348@gmail.com,spam   ,"This is the 2nd time we have tried to contact u. U have won the Â£400 prize. 2 claim is easy"", just call 087104711148 NOW! Only 10p per minute. BT-national-rate,,,,,,,,,,,,"
535,Michael.Epps@vitstudent.ac.in,spam   ,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable"", 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text,,,,,,,,,,"
536,Douglas.Ware@hotmail.com,spam   ,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!"",,,,,,,,,,,,,"
537,Darius.Buffington@gmail.com,spam   ,"You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!"",,,,,,,,,,,,,"
